District,Seat,Constituency_title,Candidate_Name,Party
Karachi ,Karachi West-V,NA-252,Akram Khan,Independent
Karachi ,Karachi West-V,NA-252,Aftab Jehangir,Pakistan Tehreek-e-Insaf
Karachi ,Karachi West-V,NA-252,Samina Sohail,Independent
Karachi ,Karachi West-V,NA-252,Riaz Khan,Independent
Karachi ,Karachi West-V,NA-252,Sheikh Abdullah,Independent
Karachi ,Karachi West-V,NA-252,Abdul Khaliq Mirza,Pakistan Peoples Party Parliamentarians
Karachi ,Karachi West-V,NA-252,Abdul Latif Rind,Pakistan Muslim League (N)
Karachi ,Karachi West-V,NA-252,Abdul Qadir Khanzada,Muttahida Qaumi Movement Pakistan
Karachi ,Karachi West-V,NA-252,Abdul Majeed,Muttahida majlis-e-Amal Pakistan
Karachi ,Karachi West-V,NA-252,Farhat Hussain,Independent
Karachi ,Karachi West-V,NA-252,Fazal Rabbi,Independent
Karachi ,Karachi West-V,NA-252,Muhammad Ayub Khan,Pakistan Muslim League (N)
Karachi ,Karachi West-V,NA-252,Muhammad Sajid Hussain,Independent
Karachi ,Karachi West-V,NA-252,Muhammad Farqan,Tehreek labbaik pakistan
Karachi ,Karachi West-V,NA-252,Muhammad Qamar Siddique,Pasban Pakistan
Karachi ,Karachi Central-I,NA-253,Usama Qadri,Muttahida Qaumi Movement Pakistan
Karachi ,Karachi Central-I,NA-253,Sarwat Ejaz,Pakistan Sunni Tehreek
Karachi ,Karachi Central-I,NA-253,Chaudary Muhammad Javed Ishaq,Pakistan Peoples Party Parliamentarians
Karachi ,Karachi Central-I,NA-253,Khalid Mumtaz,Pakistan Muslim League (N)
Karachi ,Karachi Central-I,NA-253,Khawaja Izhar UL Hassan,Independent
Karachi ,Karachi Central-I,NA-253,Zain ul Abidin,pakistan Kissan Ittehad(ch.Anwar)
Karachi ,Karachi Central-I,NA-253,Syed Mustafa Kamal,Pak Sarzameen Party
Karachi ,Karachi Central-I,NA-253,Abdul Hakim Quaid,Pasban Pakistan
Karachi ,Karachi Central-I,NA-253,Abdul Waseem,Independent
Karachi ,Karachi Central-I,NA-253,Omar Omari,Independent
Karachi ,Karachi Central-I,NA-253,Anmber Naeem,All Pakistan Muslim League 
Karachi ,Karachi Central-I,NA-253,Muhammad Ashraf Jabbar,Pakistan Tehreek-e-Insaf
Karachi ,Karachi Central-I,NA-253,Muhammad Amjad Ali,Tehreek labbaik pakistan
Karachi ,Karachi Central-I,NA-253,Muhammad Anzar Siddiq,Independent
Karachi ,Karachi Central-I,NA-253,Muhammad Farooq Khan,Mohajir Qaumi Movement Pakistan
Karachi ,Karachi Central-I,NA-253,Muhammad Abid,jamiat Ulama-e-Islam pakistan
Karachi ,Karachi Central-I,NA-253,Muhammad Usman,Independent
Karachi ,Karachi Central-I,NA-253,Muhammad Ali,jannat pakistan Party
Karachi ,Karachi Central-I,NA-253,Munim Zafar Khan,Muttahida majlis-e-Amal Pakistan
Karachi ,Karachi Central-II,NA-254,Afaq Shafqar,Mohajir Qaumi Movement Pakistan
Karachi ,Karachi Central-II,NA-254,Arshad Abdullah,Pak Sarzameen Party
Karachi ,Karachi Central-II,NA-254,Danish Turabi,Independent
Karachi ,Karachi Central-II,NA-254,Rashid Naseem,muttahida majlis-e-Amal Pakistan
Karachi ,Karachi Central-II,NA-254,Syed Rashid Rizvi,Independent
Karachi ,Karachi Central-II,NA-254,Sysed Rehmatullah,Independent
Karachi ,Karachi Central-II,NA-254,Sysed Abdul Mateen,Independent
Karachi ,Karachi Central-II,NA-254,Syed Muhammad Ali Abidi,majlis-e-wahdat-e-muslimeen
Karachi ,Karachi Central-II,NA-254,Shaikh Salahuddin,Muttahida Qaumi Movement Pakistan
Karachi ,Karachi Central-II,NA-254,Qazi Saleem Haider,Independent
Karachi ,Karachi Central-II,NA-254,Liza Mehdi,Pakistan Peoples Party Parliamentarians
Karachi ,Karachi Central-II,NA-254,Muhammad Aslam Khan,Pakistan Tehreek-e-Insaf
Karachi ,Karachi Central-II,NA-254,Muhammad Iftikhar Alam,Independent
Karachi ,Karachi Central-II,NA-254,Muhammad Ateeq,Tehreek labbaik pakistan
Karachi ,Karachi Central-II,NA-254,Muhammad Faisal,Independent
Karachi ,Karachi Central-II,NA-254,Nasir Ahmed,pakistan Falah party
Karachi ,Karachi Central-II,NA-254,Wali Muhammad,pakistan Kissan Ittehad(ch.Anwar)
Karachi ,Karachi Central-III,NA-255,Arsalan Khan,Awami National Party
Karachi ,Karachi Central-III,NA-255,Khalid Maqbool Siddiqui,Muttahida Qaumi Movement Pakistan
Karachi ,Karachi Central-III,NA-255,Zafar Ahmed Siddiqui,Pakistan Peoples Party Parliamentarians
Karachi ,Karachi Central-III,NA-255,Abdul Samad Sardar,Independent
Karachi ,Karachi Central-III,NA-255,Ata-Ul-Mustafa Jameel Rathor,Pak Sarzameen Party
Karachi ,Karachi Central-III,NA-255,Faizan Ahmed,Mohajir Qaumi Movement Pakistan
Karachi ,Karachi Central-III,NA-255,Muhammad Jawed Hanif Khan,Independent
Karachi ,Karachi Central-III,NA-255,Mohammad Jameel Ahmed Khan,All Pakistan Muslim League 
Karachi ,Karachi Central-III,NA-255,Muhammad Zahid Awan,Pakistan Muslim Alliance
Karachi ,Karachi Central-III,NA-255,Mohammad Adeel,Tehreek labbaik pakistan
Karachi ,Karachi Central-III,NA-255,Mohammad Mustaqeem Qurashi,Muttahida majlis-e-Amal Pakistan
Karachi ,Karachi Central-III,NA-255,Muhammad Masood Uddin Ayubi,Independent
Karachi ,Karachi Central-III,NA-255,Muhammad Kamran khan,Independent
Karachi ,Karachi Central-III,NA-255,Mehmood Baqi Moulvi,Pakistan Tehreek-e-Insaf
Karachi ,Karachi Central-III,NA-255,Nasir Uddin Mehmood,Pakistan Muslim League (N)
Karachi ,Karachi Central-IV,NA-256,Ishtiaq Ahmed Shad,pakistan Falah party
Karachi ,Karachi Central-IV,NA-256,Dost Mohammad Faizi,Pakistan Muslim League (N)
Karachi ,Karachi Central-IV,NA-256,Rehan Mansoor,Independent
Karachi ,Karachi Central-IV,NA-256,Zain Aquil,Independent
Karachi ,Karachi Central-IV,NA-256,Syed Sajid Hassan,Pakistan Peoples Party Parliamentarians
Karachi ,Karachi Central-IV,NA-256,Shahid Hussain,Independent
Karachi ,Karachi Central-IV,NA-256,Sofia Yaqoob,Awami National Party
Karachi ,Karachi Central-IV,NA-256,Amir Wali Uddin Chishti,Muttahida Qaumi Movement Pakistan
Karachi ,Karachi Central-IV,NA-256,Muhammad Irshad Siddiqui, 
Karachi ,Karachi Central-IV,NA-256,Muhammad Afsar Ali Khan,Independent
Karachi ,Karachi Central-IV,NA-256,Mohammad Riaz Haider,Independent
Karachi ,Karachi Central-IV,NA-256,Muhammad Zaman Khan Lodhi,Independent
Karachi ,Karachi Central-IV,NA-256,Muhammad Adil Siddiqui,Pak Sarzameen Party
Karachi ,Karachi Central-IV,NA-256,Muhammad Ali Qadri,Tehreek labbaik pakistan
Karachi ,Karachi Central-IV,NA-256,Muhammad Najeeb Haroon,Pakistan Tehreek-e-Insaf
Karachi ,Karachi Central-IV,NA-256,Meraj Ul Huda Siddiqui,Muttahida majlis-e-Amal Pakistan
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Allah Noor,Pashtoonkhwa Milli Awami party
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Amanullah,Awami National Party
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Sheikh Abdul Sattar,Independent
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Sheikh Imran babar,Pakistan Peoples Party Parliamentarians
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Abdul Rauf,jamiat Ulama-e-Islam pakistan
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Abdul Wasay,muttahida majlis-e-Amal Pakistan
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Atta Muhammad,Balochistan awami party
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Ain-u-Din,Balochistan National Party
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Muhammad Amin Khan Jogizai,Pakistan Tehreek-e-Insaf
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Muhammad Naseem,Independent
Killa saifullah,Killa saifullah-cum Zhob-cum-sh,NA-257,Najm-u-Din,jamiat Ulama-e-Islam pakistan
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Ashraf Khan,Tahreeq Jawanam Pakistan
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Amir Zamaa,Muttahida majlis-e-Amal Pakistan
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Hafiz Nasruillah,Pakistan Rah-e-haq Party
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Habib-ur-Rehman,Pashtoonkhwa Milli Awami party
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Haq Nawaz Buzdar,Balochistan National Party
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Haidar Khan Nasar,Independent
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Khalil-ur-Rehman,National Party
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Rehmatullah,jamiat Ulama-e-Islam pakistan
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Sarbuland Khan Jogezai,Pakistan Peoples Party Parliamentarians
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Sardar Muhammad Yaqoob Khan,Pakistan Muslim League (N)
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Sikandar Hayat Khan Jogezai,Independent
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Syed Alam Shah,Independent
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Syed Qurban Ali Gharsheen,Pakistan Tehreek-e-Insaf
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Abdul Raziq,Awami National Party
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Azeem Jam,jamiat Ulama-e-Islam pakistan
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Muhammad Ikhlas,Independent
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Muhammad Israr Tareen,Balochistan awami party
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Wali Dad,Independent
Loralai,Loralai-cum-musa khail-cum-duk,NA-258,Ahmed Jan,Pak Sarzameen Party
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Allah Dad,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Babar Marghzani,Awami National Party
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Jalamb Khan Bughti,Pakistan Tehreek-e-Insaf
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Husain Iqbal Minhas,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Khan Muhammad,Pakistan Justice & Democratic Party
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Sardar Mir Boz Muhammad Khan Khetran,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Syed Abdul Ilayee Shah Rashidi,Pakistan Peoples Party Parliamentarians
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Shahzadi,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Sheraz Ali,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Abdul Hayee baloch,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Abdul Ghaffar,Balochistan National Movement
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Attaullah,Balochistan National Party
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,FaqeerUllah Jan,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Faqeer Muhammad,Tehreek labbaik Islam
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Kuhdayar Marri,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Mehrab Khan,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Muhammad Saddiqui,National Party
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Main Khan,Tehreek labbaik pakistan
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Mir Ibrar Khan Khetran,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Mir Baz Muhammad,Pak Sarzameen Party
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Mir Hair Bayar Khan Domki,Muttahida majlis-e-Amal Pakistan
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Mir Dostain khan Domki,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Mir Shah Nawaz Khan Marri,Balochistan awami party
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Mir Tariq Mehmood Kethran,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Mir Liaqat Ali khan,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Mir Muhammad Khan,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Nawab Muhammad Mir Aali bugti,Balochistan National Party
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Nawabzada Shazain Bugti,Independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Nawabzada Gazain Khan Marri,Jamhoori wattan Pakistan
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Noor Ahmed Shah,independent
Dera,Dera Bugti-cum-kuhlu-cum-Bark,NA-259,Izhar Hussain,Pashtoonkhwa Milli Awami party
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Aurangzeb Alamgir Magsi,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Taj Muhammad Raisani,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Khalid Hussain Magsi,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Rehmatullah,Balochistan awami party
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Sain Baksh,pakistan Falah party
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Sardar Abdul Sattar Khan,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Syed Naseer Ahmed Shah Dopasi,Allah-o-Akber Tehreek
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Shahmaz Naseer Baloch,Pakistan Peoples Party Parliamentarians
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Abdul Sattar,Balochistan National Party
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Abdul Majid,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Ali Hassan,Jamote Qaumi Movement
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Ghulam Haider ,National Party
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Ghulam Rasool,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Muhammad panah,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Muhammad Riaz,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Molvi Muhammad Abdullah,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Mir Khan,Muttahida majlis-e-Amal Pakistan
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Mir Sardar Khan,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Mir Muhammad Asim Kurd,Pakistan Tehreek-e-Insaf
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Mir Muhammad Magsi,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Mir Muhammad Hashim Khan,Pak Sarzameen Party
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Nisar Ahmed ,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Nasrullah,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Abdul Sattar,Independent
Nasirabad,Nasirabad-cum-kachhi-cum-jhal Magsi,NA-260,Syed Naseer Ahmed Shah Dopasi,Independent
Jaffarabad,Jafarabad-cum-Sohhatpur,NA-261,Rahat Jamali,Independent
Jaffarabad,Jafarabad-cum-Sohhatpur,NA-261,Saram Mir,Independent
Jaffarabad,Jafarabad-cum-Sohhatpur,NA-261,Zahoor Hussain ,Independent
Jaffarabad,Jafarabad-cum-Sohhatpur,NA-261,Arshad Khan,Independent
Jaffarabad,Jafarabad-cum-Sohhatpur,NA-261,Mirza Chagez Khan,Balochistan awami party
Jaffarabad,Jafarabad-cum-Sohhatpur,NA-261,Sardar Abdul Sattar Khan,Grand Democratic Alliance
Jaffarabad,Jafarabad-cum-Sohhatpur,NA-261,Molvi Muhammad Abdullah,Pakistan Peoples Party Parliamentarians
Jaffarabad,Jafarabad-cum-Sohhatpur,NA-261,Mir Hussain,All Pakistan Muslim League 
Jaffarabad,Jafarabad-cum-Sohhatpur,NA-261,Mia Khan Muhammad Jamati,Pakistan Tehreek-e-Insaf
Jaffarabad,Jafarabad-cum-Sohhatpur,NA-261,Nazir Ahmed,Awami National Party
Pishin,Pishin,NA-262,Ehsan Uddin,Independent
Pishin,Pishin,NA-262,Aemal Khan,Independent
Pishin,Pishin,NA-262,Tekedar Hayat Ullah,Independent
Pishin,Pishin,NA-262,daulat Shah,Independent
Pishin,Pishin,NA-262,Syed Abdul Zahir,Pakistan Muslim League (N)
Pishin,Pishin,NA-262,Shams Ul Haq,jamiat Ulama-e-Islam pakistan
Pishin,Pishin,NA-262,Abdullah Khan,Independent
Pishin,Pishin,NA-262,Kamal Uddin,Mutthida majlis-e-Amal Pakistan
Pishin,Pishin,NA-262,Gohar Eijaz Khan Kakar,Balochistan awami party
Pishin,Pishin,NA-262,Muhammad Essa Khan,Pashtoonkhwa Milli Awami party
Pishin,Pishin,NA-262,Muhammad Hashim Khan Panezai,Pakistan Tehreek-e-Insaf
Pishin,Pishin,NA-262,Malik Abdul Qayum Kakar,Pakistan Peoples Party Parliamentarians
Pishin,Pishin,NA-262,Malik Muhammad Usman,Independent
Pishin,Pishin,NA-262,Nizam Uddin,Awami National Party
Pishin,Pishin,NA-262,Nizam Uddin,Independent
Killa,Killa Abdullah,NA-263,Ahmed Khan,Independent
Killa,Killa Abdullah,NA-263,Asghar Khan,Awami National Party
Killa,Killa Abdullah,NA-263,Amanullah,Independent
Killa,Killa Abdullah,NA-263,Imdadullah,Independent
Killa,Killa Abdullah,NA-263,Bismillah Khan Kakar,Pakistan Peoples Party Parliamentarians
Killa,Killa Abdullah,NA-263,Haji Behram khan Achakzai,Independent
Killa,Killa Abdullah,NA-263,Syed Mussawir Shah,Independent
Killa,Killa Abdullah,NA-263,Salahuddin,Mutthida majlis-e-Amal Pakistan
Killa,Killa Abdullah,NA-263,Adbul Samad,All Pakistan Tehreek
Killa,Killa Abdullah,NA-263,Abdul Wali,Pakistan Muslim League (N)
Killa,Killa Abdullah,NA-263,Abdul Hadi,Pakistan Muslim League (N)
Killa,Killa Abdullah,NA-263,Attaullah Khan,Independent
Killa,Killa Abdullah,NA-263,Muhammad Sadiq,Balochistan awami party
Killa,Killa Abdullah,NA-263,Muhammad Tahir,Independent
Killa,Killa Abdullah,NA-263,Muhammad Umer Khan,Independent
Killa,Killa Abdullah,NA-263,Muhammad Kazim Khan,Independent
Killa,Killa Abdullah,NA-263,Mahmood Khan Achakzai,Pashtoonkhwa Milli Awami party
Killa,Killa Abdullah,NA-263,Nazuddin,jamiat Ulama-e-Islam pakistan
Killa,Killa Abdullah,NA-263,Naseebullah,Pakistan Tehreek-e-Insaf
Quetta,Quetta-I,NA-264,Amir Afzal Khan Mandhokhail,Pakistan Muslim League (N)
Quetta,Quetta-I,NA-264,Saifullah Khan,Pakistan Tehreek-e-Insaf
Quetta,Quetta-I,NA-264,Abdul Rehman,Pashtoonkhwa Milli Awami party
Quetta,Quetta-I,NA-264,Abdul Qadir Luni,jamiat Ulama-e-Islam pakistan
Quetta,Quetta-I,NA-264,Abdul Qahir,jamiat Ulama-e-Islam pakistan
Quetta,Quetta-I,NA-264,Ajab Khan,Independent
Quetta,Quetta-I,NA-264,Asmatullah,Mutthida majlis-e-Amal Pakistan
Quetta,Quetta-I,NA-264,Ali Muhammad Nasar,Balochistan awami party
Quetta,Quetta-I,NA-264,Ghulam Muhammad,Awami National Party
Quetta,Quetta-I,NA-264,Muhammad Raza,Hazara Democratic Party
Quetta,Quetta-I,NA-264,Muhammad Tahir Khan,Independent
Quetta,Quetta-I,NA-264,Muhammad Umar,Independent
Quetta,Quetta-I,NA-264,Muhammad Yousaf Khilji,Pakistan Peoples Party Parliamentarians
Quetta,Quetta-I,NA-264,Malik Adbul Wali Kakar,Balochistan National Party
Quetta,Quetta-II,NA-265,Barat Khan,Independent
Quetta,Quetta-II,NA-265,Hamd Ullah Saboor,Mutthida majlis-e-Amal Pakistan
Quetta,Quetta-II,NA-265,Rahila Hameed Khan Durrani,Pakistan Muslim League (N)
Quetta,Quetta-II,NA-265,Rozi Khan Kakar,Pakistan Peoples Party Parliamentarians
Quetta,Quetta-II,NA-265,Sardar Yaqoob Khan Nasar,Independent
Quetta,Quetta-II,NA-265,Syed Muhammad Raza,majlis-e-wahdat-e-muslimeen
Quetta,Quetta-II,NA-265,Sher Ali Mirwani,Qaumi Watan Party
Quetta,Quetta-II,NA-265,Abdul Khaliq,Hazara Democratic Party
Quetta,Quetta-II,NA-265,Umar Farooq,Awami National Party
Quetta,Quetta-II,NA-265,Ghulam Ali Noshad,Independent
Quetta,Quetta-II,NA-265,Qasim Khan Souri,Pakistan Tehreek-e-Insaf
Quetta,Quetta-II,NA-265,Liaquat Ali Lehri,Independent
Quetta,Quetta-II,NA-265,Mujeeb Ur Rehman Tareen,Independent
Quetta,Quetta-II,NA-265,Muhammad Tahir Khan ,Independent
Quetta,Quetta-II,NA-265,Muhammad Arif Atmanzai,All Pakistan Muslim League 
Quetta,Quetta-II,NA-265,Muhammad Naeem,Independent
Quetta,Quetta-II,NA-265,Muhammad Haroon,Independent
Quetta,Quetta-II,NA-265,Mehmood Khan Acakzai,Pashtoonkhwa Milli Awami party
Quetta,Quetta-II,NA-265,Masoom Khan ,Independent
Quetta,Quetta-II,NA-265,Malik Imran Ulllah Kakar,Muttahida Qaumi Movement Pakistan
Quetta,Quetta-II,NA-265,Mir Lashkari Raisani,Balochistan National Party
Quetta,Quetta-II,NA-265,Nida Muhammad,Independent
Quetta,Quetta-II,NA-265,Naseeb Ullah Acakzai,Balochistan awami party
Quetta,Quetta-II,NA-265,Wali khan ,Pakistan Rah-e-haq Party
Quetta,Quetta-II,NA-265,Yasmeen Bibi Lehri,National Party
Quetta,Quetta-III,NA-266,Agha Hassan Baloch,Balochistan National Party
Quetta,Quetta-III,NA-266,Paind Khan,Independent
Quetta,Quetta-III,NA-266,Prince Ahmed Umer Ahmedzai,Balochistan awami party
Quetta,Quetta-III,NA-266,Jamal Khan Tarakai,Pashtoonkhwa Milli Awami party
Quetta,Quetta-III,NA-266,Hafiz Hussain Ahmed,Mutthida majlis-e-Amal Pakistan
Quetta,Quetta-III,NA-266,Zain ul Abideen Khan Khilji,Pakistan Tehreek-e-Insaf
Quetta,Quetta-III,NA-266,Sardar Ahmed Khan Shahwani,Independent
Quetta,Quetta-III,NA-266,Sardar Sher Dil Khan Zagar Mengal,Independent
Quetta,Quetta-III,NA-266,Allah ud Din,Awami National Party
Quetta,Quetta-III,NA-266,Qutab Ali,Balochistan National Party (Awami)
Quetta,Quetta-III,NA-266,Muhammad Imran Bengulzai,Independent
Quetta,Quetta-III,NA-266,Muhammad Younas,Pakistan Muslim League (N)
Quetta,Quetta-III,NA-266,Malik Abdul Razzaq Satooryani,Independent
Quetta,Quetta-III,NA-266,Malik Mehmood Yar Shahwani,Independent
Quetta,Quetta-III,NA-266,Moulana Muhammad Ramzan Mengal,Pakistan Rah-e-haq Party
Quetta,Quetta-III,NA-266,Meer Riaz Ahmed Shahwani,Pakistan Peoples Party Parliamentarians
Quetta,Quetta-III,NA-266,Meer Sikandar Shahwani,Independent
Quetta,Quetta-III,NA-266,Meer Muhammad Usman Pirkani,Independent
Quetta,Quetta-III,NA-266,Nawab Muhammad Khan Shahwani,National Party
Mastung,Mastung-cum-Shaheed,NA-267,AyatUllah Durani,Pakistan Peoples Party Parliamentarians
Mastung,Mastung-cum-Shaheed,NA-267,Taj Muhammad ,Independent
Mastung,Mastung-cum-Shaheed,NA-267,Sanaullah Brohi,Tehreek Labbaik Pakistan
Mastung,Mastung-cum-Shaheed,NA-267,Sajad Ahmed,Independent
Mastung,Mastung-cum-Shaheed,NA-267,Sardar Sanaullah Zehri,Pakistan Muslim League (N)
Mastung,Mastung-cum-Shaheed,NA-267,Sardar Salah Uddin Muhammad Hassani,National Peace Council Party
Mastung,Mastung-cum-Shaheed,NA-267,Sardar Muhammad Yaseen Langove,Pak Sarzameen Party
Mastung,Mastung-cum-Shaheed,NA-267,Sardar Noor Ahmed,Balochistan Awami Party
Mastung,Mastung-cum-Shaheed,NA-267,Syed Mehmood Shah,Mutthida majlis-e-Amal Pakistan
Mastung,Mastung-cum-Shaheed,NA-267,Irfan Kareem,Independent
Mastung,Mastung-cum-Shaheed,NA-267,Mubark Khan ,jamiat Ulama-e-Islam pakistan
Mastung,Mastung-cum-Shaheed,NA-267,Muhammad Iqbal,Balochistan National Movement
Mastung,Mastung-cum-Shaheed,NA-267,Manzoor Ahmed Baloch,Balochistan National Party
Mastung,Mastung-cum-Shaheed,NA-267,Mir Ahmed,Allah-o-Akber Tehreek
Mastung,Mastung-cum-Shaheed,NA-267,Mir Taj Muhammad,Pakistan Tehreek-e-Insaf
Mastung,Mastung-cum-Shaheed,NA-267,Mir Ali Akbar,Balochistan National Party (Awami)
Mastung,Mastung-cum-Shaheed,NA-267,Mir Muhammad Aslam,Tehreek-e-labbaik Islam
Mastung,Mastung-cum-Shaheed,NA-267,Mir Manzoor Hussain,Independent
Mastung,Mastung-cum-Shaheed,NA-267,Mir Munir Ahmed Shahwani,Independent
Mastung,Mastung-cum-Shaheed,NA-267,Nawabzada Yadgar Raisani,Independent
Mastung,Mastung-cum-Shaheed,NA-267,Nawab Muhammad Khan Shahwani,National Party
Chagai,Chagai-cum-Nushki-sum-K,NA-268,Haji Muhammad Usman ,Independent
Chagai,Chagai-cum-Nushki-sum-K,NA-268,Sardar Alhaj Muhmmad Umer Gorgage,Pakistan Peoples Party Parliamentarians
